42	36	1.0791	1	46
36	35	1.07086	0	50
12	4	1.06865	6	51
43	34	1.07266	0	52
2	10	1.06974	0	53
16	20	1.08578	3	57
4	1	1.07888	2	65
13	12	1.07086	3	68
9	11	1.07313	15	73
0	16	1.07321	15	74
1	2	1.06865	28	86
21	20	1.07086	10	97
18	19	1.06865	9	110
25	36	1.08223	2	110
27	34	1.07647	18	113
30	35	1.08595	10	116
11	12	1.06865	54	118
12	11	1.07086	13	122
2	17	1.08081	3	124
4	21	1.07504	33	127
3	2	1.07086	53	137
0	18	1.08063	15	145
19	20	1.06865	54	156
39	34	1.09014	2	156
12	13	1.06865	97	176
34	35	1.06865	5	176
15	19	1.09205	0	177
1	9	1.06974	34	179
20	11	1.07266	28	182
0	2	1.07313	70	205
49	34	1.0791	25	212
11	13	1.07313	134	226
14	21	1.07647	26	227
13	4	1.07266	6	234
12	10	1.07453	128	235
36	35	1.07086	155	235
22	19	1.07888	18	237
32	36	1.08578	4	239
7	11	1.09205	0	241
2	9	1.07647	53	247
35	34	1.07086	98	255
1	2	1.06865	68	256
11	12	1.06865	187	279
43	35	1.06865	2	287
20	19	1.07086	61	293
4	10	1.08081	40	296
10	11	1.06865	45	298
48	36	1.10446	30	302
2	1	1.07086	74	303
0	17	1.07504	71	303
40	34	1.0791	13	305
1	3	1.07313	140	306
15	19	1.09205	1	331
27	35	1.06974	114	340
19	11	1.06865	59	347
20	21	1.06865	75	349
4	13	1.0716	54	351
34	36	1.07313	7	355
5	10	1.08595	6	357
8	12	1.08578	14	361
44	34	1.07629	0	368
2	0	1.07453	78	374
37	35	1.07453	23	391
14	21	1.07647	33	392
43	36	1.07382	206	397
19	20	1.06865	72	401
11	4	1.07382	303	407
0	10	1.07632	86	411
12	11	1.07086	227	412
3	2	1.07086	367	420
50	18	1.08578	136	433
42	35	1.07382	78	440
1	8	1.07647	207	444
36	34	1.07453	190	450
27	36	1.0716	120	455
17	11	1.0791	15	465
10	12	1.07313	89	466
19	21	1.07313	76	467
26	35	1.0716	78	500
50	33	1.07764	169	504
1	18	1.07504	214	505
0	8	1.06974	153	508
18	21	1.07875	13	510
3	12	1.0716	463	512
38	36	1.07453	114	519
4	11	1.07647	58	527
9	12	1.07875	18	553
2	8	1.08081	90	557
33	35	1.07313	37	559
11	10	1.07086	505	561
50	33	1.07764	383	564
3	2	1.07086	478	567
19	21	1.07313	141	576
13	11	1.07453	164	578
4	6	1.07313	61	586
37	34	1.07888	51	591
35	36	1.06865	542	605
46	35	1.0806	13	609
3	2	1.07086	555	611
1	10	1.0716	221	618
2	16	1.08595	112	621
15	20	1.08595	21	641
21	11	1.07629	17	644
39	36	1.07888	59	654
28	35	1.07647	52	666
0	2	1.07313	181	668
2	4	1.07313	194	682
1	17	1.07321	254	686
20	19	1.07086	96	697
4	28	1.07732	90	700
37	36	1.07086	208	700
6	11	1.08595	70	701
34	35	1.06865	150	707
0	1	1.06865	182	717
29	34	1.08595	84	734
2	18	1.07321	565	737
1	16	1.08081	264	744
4	20	1.07321	129	753
28	36	1.06974	137	755
10	11	1.06865	112	756
36	35	1.07086	701	756
20	21	1.06865	281	759
1	0	1.07086	333	803
0	8	1.06974	516	808
5	12	1.07647	120	811
23	36	1.09205	116	817
8	4	1.09403	25	819
4	7	1.07875	248	819
49	35	1.08572	61	819
38	34	1.08403	192	821
13	11	1.07453	195	822
1	2	1.06865	810	869
27	35	1.06974	250	871
16	11	1.08572	18	873
36	34	1.07453	766	873
10	13	1.07875	204	878
21	19	1.07453	29	880
32	35	1.07875	62	921
18	21	1.07875	15	923
7	11	1.09205	12	928
1	16	1.08081	812	928
14	19	1.08595	63	930
9	12	1.07875	35	941
3	2	1.07086	912	970
37	35	1.07453	714	974
1	0	1.07086	858	976
19	11	1.06865	735	983
0	16	1.07321	884	990
17	19	1.07313	17	990
13	10	1.07888	326	993
5	12	1.07647	168	1002
43	35	1.06865	256	1021
19	20	1.06865	761	1036
1	9	1.06974	871	1041
10	12	1.07313	244	1048
22	19	1.07888	38	1049
27	34	1.07647	1010	1073
24	35	1.08223	1	1073
15	20	1.08595	36	1088
1	2	1.06865	928	1090
8	11	1.07875	34	1102
3	19	1.07321	928	1104
34	35	1.06865	635	1125
25	34	1.0716	75	1138
13	12	1.07086	473	1142
18	20	1.07313	36	1142
21	19	1.07453	134	1154
1	10	1.0716	939	1157
3	2	1.07086	1012	1167
6	11	1.08595	88	1168
10	4	1.0791	293	1169
33	36	1.07875	74	1170
36	35	1.07086	880	1172
35	34	1.07086	1108	1191
14	19	1.08595	69	1204
12	20	1.06974	1093	1208
1	3	1.07313	978	1215
7	13	1.08081	45	1230
41	35	1.0791	22	1232
5	11	1.08081	343	1235
34	36	1.07313	664	1238
23	34	1.10788	123	1247
13	12	1.07086	1107	1252
16	19	1.07875	60	1262
15	21	1.08081	61	1263
19	20	1.06865	776	1264
1	8	1.07647	1162	1265
11	13	1.07313	1122	1274
31	35	1.09205	24	1279
13	11	1.07453	1109	1298
35	36	1.06865	1131	1298
21	20	1.07086	229	1321
22	21	1.07086	40	1322
2	16	1.08595	1261	1326
28	34	1.08081	181	1327
6	13	1.07647	106	1328
32	35	1.07875	94	1337
9	4	1.08572	107	1343
29	36	1.07647	138	1358
21	19	1.07453	636	1366
20	21	1.06865	1316	1372
4	20	1.07321	1263	1376
33	34	1.06865	77	1382
5	13	1.06974	377	1384
2	4	1.07313	1263	1394
39	35	1.08403	204	1394
10	11	1.06865	978	1400
11	12	1.06865	1138	1409
18	20	1.07313	81	1432
32	34	1.07313	128	1441
4	13	1.0716	1274	1442
44	35	1.07266	49	1442
2	0	1.07453	1265	1457
11	10	1.07086	1176	1460
7	12	1.08595	55	1461
17	19	1.07313	36	1483
14	20	1.08081	171	1491
19	21	1.07313	870	1491
8	13	1.09462	47	1494
37	34	1.07888	749	1494
1	18	1.07504	1438	1501
27	35	1.06974	1011	1503
2	9	1.07647	1337	1515
18	11	1.07382	190	1535
13	4	1.07266	1149	1546
4	21	1.07504	1302	1546
34	35	1.06865	761	1557
9	10	1.06865	186	1559
2	1	1.07086	1390	1563
0	9	1.0716	1504	1572
27	36	1.0716	1025	1574
16	19	1.07875	72	1582
15	11	1.08403	220	1597
19	21	1.07313	915	1602
11	4	1.07382	1443	1604
38	35	1.07888	463	1609
1	17	1.07321	1521	1621
2	8	1.08081	1424	1636
18	19	1.06865	228	1649
13	12	1.07086	1172	1655
48	35	1.09403	48	1668
50	33	1.07764	1636	1693
0	16	1.07321	1543	1695
17	21	1.08578	40	1702
2	10	1.06974	1565	1705
10	12	1.07313	1070	1707
14	20	1.08081	284	1709
26	35	1.0716	85	1713
49	36	1.09403	471	1733
0	16	1.07321	1581	1759
50	18	1.08578	1701	1760
15	21	1.08081	316	1760
33	35	1.07313	396	1761
18	12	1.0791	782	1762
2	17	1.08081	1598	1770
13	10	1.07888	1260	1773
24	36	1.08965	67	1796
0	2	1.07313	1606	1808
50	33	1.07764	1756	1815
37	35	1.07453	785	1818
14	11	1.07888	511	1820
11	12	1.06865	1565	1821
16	21	1.09462	83	1826
2	18	1.07321	1703	1828
26	36	1.07632	226	1859
43	35	1.06865	825	1862
0	8	1.06974	1627	1867
18	19	1.06865	1645	1874
8	12	1.08578	54	1878
13	11	1.07453	1310	1890
26	34	1.06974	375	1915
28	35	1.07647	469	1917
43	36	1.07382	855	1920
0	17	1.07504	1651	1924
17	20	1.07875	143	1928
10	11	1.06865	1092	1956
34	35	1.06865	1471	1976
19	21	1.07313	1909	1977
15	20	1.08595	1267	1980
0	1	1.06865	1716	1983
9	11	1.07313	309	2005
0	8	1.06974	1716	2030
18	20	1.07313	1654	2032
36	35	1.07086	1646	2039
14	21	1.07647	1279	2043
1	9	1.06974	1997	2056
10	13	1.07875	1166	2071
0	2	1.07313	1826	2087
42	35	1.07382	148	2088
19	21	1.07313	1930	2100
1	25	1.07732	2005	2117
8	11	1.07875	76	2130
23	35	1.09929	236	2142
42	34	1.06865	265	2150
16	21	1.09462	85	2170
1	3	1.07313	2075	2179
0	9	1.0716	1923	2179
21	20	1.07086	684	2188
32	35	1.07875	1207	2191
10	4	1.0791	1171	2198
20	19	1.07086	1379	2203
3	27	1.07732	1386	2205
22	21	1.07086	53	2225
18	11	1.07382	1678	2230
0	10	1.07632	1931	2238
34	36	1.07313	1540	2239
19	20	1.06865	1961	2246
9	13	1.08578	384	2248
39	35	1.08403	206	2253
15	19	1.09205	1289	2255
5	11	1.08081	500	2279
20	21	1.06865	1603	2286
45	35	1.07629	89	2295
8	10	1.07313	278	2301
0	18	1.08063	2087	2301
10	12	1.07313	1347	2306
36	34	1.07453	1670	2308
21	20	1.07086	736	2309
4	11	1.07647	1367	2335
13	21	1.06974	2248	2343
6	4	1.07453	186	2347
27	35	1.06974	1245	2348
14	20	1.08081	1298	2359
9	12	1.07875	910	2366
10	18	1.06974	1865	2367
20	11	1.07266	1815	2393
17	21	1.08578	146	2402
4	1	1.07888	1463	2405
33	35	1.07313	867	2405
5	4	1.07086	555	2411
2	18	1.07321	2334	2413
8	19	1.08223	1245	2420
10	24	1.08595	1909	2422
19	20	1.06865	1963	2455
32	34	1.07313	1207	2462
37	35	1.07453	792	2462
4	7	1.07875	1502	2465
15	21	1.08081	1311	2466
5	13	1.06974	1422	2470
9	11	1.07313	911	2475
2	26	1.07732	2343	2478
18	20	1.07313	1698	2511
33	34	1.06865	973	2515
48	35	1.09403	141	2518
4	28	1.07732	1527	2525
14	19	1.08595	1302	2528
8	12	1.08578	2155	2529
7	10	1.09929	73	2532
2	5	1.07875	2353	2537
19	11	1.06865	1998	2537
16	20	1.08578	95	2573
25	35	1.07632	82	2574
10	34	1.07732	1931	2576
15	21	1.08081	1313	2586
9	13	1.08578	916	2589
4	10	1.08081	1534	2600
34	35	1.06865	1690	2627
10	12	1.07313	2455	2636
18	21	1.07875	1701	2641
5	11	1.08081	1428	2645
14	19	1.08595	1325	2653
4	6	1.07313	1568	2659
36	35	1.07086	1685	2677
34	8	1.08961	2578	2691
6	12	1.08081	238	2697
8	11	1.07875	2232	2707
15	19	1.09205	1349	2711
17	20	1.07875	211	2711
43	35	1.06865	994	2717
4	12	1.06974	2521	2747
10	11	1.06865	2463	2756
14	21	1.07647	1326	2759
30	35	1.08595	12	2769
43	34	1.07266	1120	2788
5	12	1.07647	1488	2802
4	19	1.08081	2533	2807
15	11	1.08403	1374	2818
18	21	1.07875	1803	2820
32	35	1.07875	1222	2820
3	2	1.07086	2767	2827
2	16	1.08595	2778	2831
28	34	1.08081	1008	2835
9	12	1.07875	1021	2851
7	4	1.07888	83	2853
1	3	1.07313	2805	2854
16	21	1.09462	1009	2869
4	11	1.07647	2582	2874
38	35	1.07888	497	2877
43	34	1.07266	1606	2880
34	15	1.13416	2586	2884
12	22	1.07632	2826	2889
2	1	1.07086	2810	2895
3	12	1.0716	2772	2897
28	36	1.06974	1057	2900
8	10	1.07313	2294	2901
40	35	1.08572	19	2928
18	19	1.06865	1820	2930
13	11	1.07453	2769	2935
4	6	1.07313	2588	2937
2	0	1.07453	2816	2948
10	12	1.07313	2493	2957
1	10	1.0716	2820	2965
33	36	1.07875	1071	2966
50	33	1.07764	2923	2983
23	35	1.09929	552	2986
18	49	1.09205	2379	2989
41	34	1.07382	270	2993
17	20	1.07875	1346	2995
3	21	1.08063	2859	3002
9	10	1.06865	1030	3013
34	43	1.0716	2596	3018
37	36	1.07086	856	3020
10	4	1.0791	2647	3023
1	17	1.07321	2845	3030
20	19	1.07086	2312	3039
14	20	1.08081	1426	3041
18	16	1.07453	2410	3045
44	35	1.07266	232	3046
4	14	1.07632	2598	3052
34	50	1.07321	2598	3070
11	12	1.06865	2995	3073
5	10	1.08595	1662	3079
39	34	1.09014	766	3080
32	36	1.08578	1357	3083
3	20	1.07504	2885	3086
1	16	1.08081	2852	3094
16	19	1.07875	2041	3101
27	35	1.06974	1989	3103
20	28	1.06974	2726	3104
4	13	1.0716	2603	3114
3	2	1.07086	2938	3135
18	58	1.08795	2440	3135
0	1	1.06865	3091	3138
44	36	1.06865	390	3139
34	44	1.07632	2614	3139
13	10	1.07888	2795	3140
6	12	1.08081	318	3146
21	19	1.07453	739	3146
37	35	1.07453	1608	3168
8	13	1.09462	2329	3176
4	11	1.07647	2900	3183
15	20	1.08595	1483	3194
34	50	1.07321	2660	3196
2	10	1.06974	2894	3197
50	18	1.08578	3139	3200
3	14	1.08223	2997	3202
5	12	1.07647	1773	3203
17	19	1.07313	1374	3203
49	35	1.08572	546	3209
10	11	1.06865	2670	3245
3	20	1.07504	3036	3250
50	33	1.07764	3159	3256
1	18	1.07504	2858	3257
26	35	1.0716	1265	3264
18	12	1.0791	2446	3265
48	34	1.08572	208	3269
2	17	1.08081	2912	3270
13	11	1.07453	2809	3298
4	10	1.08081	2908	3308
1	9	1.06974	2894	3318
33	35	1.07313	1099	3318
16	20	1.08578	2050	3327
7	12	1.08595	101	3330
18	24	1.08081	2456	3330
2	8	1.08081	3047	3338
11	10	1.07086	3272	3356
22	11	1.0806	77	3362
32	34	1.07313	2303	3367
1	2	1.06865	2900	3372
34	55	1.10749	2766	3373
4	6	1.07313	2953	3374
38	35	1.07888	1063	3375
20	21	1.06865	3317	3385
18	42	1.07732	2574	3387
2	9	1.07647	3065	3397
9	11	1.07313	1051	3420
37	36	1.07086	1634	3423
11	13	1.07313	3363	3424
43	35	1.06865	1634	3425
1	8	1.07647	2919	3435
4	20	1.07321	2966	3438
20	21	1.06865	3337	3440
2	18	1.07321	3216	3456
14	11	1.07888	1463	3461
29	35	1.08081	239	3470
10	13	1.07875	2707	3480
43	36	1.07382	1650	3485
1	0	1.07086	2931	3497
17	11	1.0791	1389	3513
13	12	1.07086	2879	3520
15	21	1.08081	2719	3522
33	35	1.07313	1467	3527
3	43	1.08795	3137	3529
11	4	1.07382	3452	3539
1	2	1.06865	3093	3547
21	11	1.07629	756	3552
14	21	1.07647	2865	3571
13	12	1.07086	2907	3575
3	6	1.07875	3397	3583
19	27	1.06974	3363	3587
39	35	1.08403	799	3589
34	44	1.07632	3158	3596
5	11	1.08081	1958	3603
21	45	1.07732	1422	3616
8	12	1.08578	2483	3626
15	21	1.08081	2725	3635
13	4	1.07266	2928	3637
42	35	1.07382	813	3641
32	36	1.08578	2303	3652
34	50	1.07321	3181	3652
18	11	1.07382	2994	3654
4	1	1.07888	3042	3659
21	22	1.06865	1460	3674
11	12	1.06865	3575	3681
10	24	1.08595	3615	3684
2	4	1.07313	3540	3695
27	35	1.06974	2094	3695
14	11	1.07888	2920	3702
16	21	1.09462	2052	3715
6	10	1.09205	392	3717
4	7	1.07875	3059	3722
34	15	1.13416	3218	3723
21	37	1.07321	1596	3731
10	18	1.06974	3645	3743
9	4	1.08572	1284	3745
37	35	1.07453	1672	3749
20	11	1.07266	3343	3751
12	9	1.07888	3673	3761
27	34	1.07647	2116	3764
18	21	1.07875	3008	3777
4	13	1.0716	3147	3781
33	36	1.07875	1478	3785
5	4	1.07086	2244	3790
47	35	1.0857	37	3798
15	19	1.09205	2735	3818
10	34	1.07732	3731	3826
38	36	1.07453	1135	3836
34	43	1.0716	3248	3837
7	10	1.09929	1092	3838
19	20	1.06865	3746	3842
8	4	1.09403	2712	3844
4	28	1.07732	3193	3844
13	21	1.06974	3804	3852
24	35	1.08223	73	3855
9	13	1.08578	1716	3886
27	36	1.0716	2507	3890
2	18	1.07321	3806	3891
37	34	1.07888	1785	3896
19	11	1.06865	3771	3901
17	20	1.07875	1399	3904
14	21	1.07647	2962	3911
32	35	1.07875	2389	3911
5	10	1.08595	3169	3942
27	36	1.0716	2767	3942
8	11	1.07875	2807	3955
19	21	1.07313	3776	3958
33	34	1.06865	1497	3968
39	35	1.08403	824	3970
15	19	1.09205	2736	3973
34	55	1.10749	3363	3982
2	26	1.07732	3824	3992
6	12	1.08081	1019	4001
4	21	1.07504	3391	4013
9	11	1.07313	2492	4014
18	20	1.07313	3058	4021
49	35	1.08572	797	4021
34	50	1.07321	3364	4026
3	19	1.07321	3934	4032
37	34	1.07888	2491	4035
2	5	1.07875	3870	4066
8	13	1.09462	3667	4066
14	20	1.08081	2977	4070
5	26	1.09929	3184	4072
28	35	1.07647	1097	4079
48	36	1.10446	924	4081
34	8	1.08961	3365	4088
16	19	1.07875	2067	4088
19	21	1.07313	3826	4088
1	25	1.07732	4034	4092
32	35	1.07875	2432	4127
9	12	1.07875	2552	4130
4	19	1.08081	3828	4134
3	2	1.07086	3941	4138
15	11	1.08403	2774	4139
1	3	1.07313	4048	4153
19	20	1.06865	3998	4156
34	43	1.0716	3767	4182
38	35	1.07888	1218	4190
7	12	1.08595	1138	4192
14	20	1.08081	3128	4201
1	9	1.06974	4154	4210
8	12	1.08578	3669	4225
43	35	1.06865	1663	4244
5	8	1.09929	3202	4256
18	20	1.07313	3063	4267
4	12	1.06974	3833	4280
9	13	1.08578	2570	4295
43	34	1.07266	2770	4298
23	35	1.09929	1417	4299
17	21	1.08578	1483	4314
5	29	1.07732	3382	4316
15	20	1.08595	2798	4322
4	6	1.07313	3833	4346
3	27	1.07732	4218	4349
33	35	1.07313	1625	4352
20	19	1.07086	3353	4353
8	10	1.07313	3816	4359
21	20	1.07086	2197	4372
4	13	1.0716	3840	4400
6	11	1.08595	1080	4402
2	10	1.06974	4305	4411
37	35	1.07453	2668	4411
34	55	1.10749	3775	4412
14	19	1.08595	3217	4413
22	20	1.07453	82	4436
10	11	1.06865	4357	4456
7	13	1.08081	1155	4459
18	19	1.06865	3102	4462
4	14	1.07632	3850	4465
40	35	1.08572	27	4466
5	18	1.09205	3430	4472
39	36	1.07888	905	4477
15	20	1.08595	2809	4486
9	4	1.08572	2662	4501
16	21	1.09462	2072	4522
5	13	1.06974	4308	4527
20	19	1.07086	3853	4528
4	11	1.07647	3892	4529
27	35	1.06974	2809	4532
6	4	1.07453	1113	4562
20	28	1.06974	4514	4580
32	35	1.07875	3566	4581
4	14	1.07632	4330	4583
14	19	1.08595	4020	4585
18	21	1.07875	3169	4585
8	11	1.07875	3848	4587
5	4	1.07086	4340	4623
37	35	1.07453	2759	4636
17	21	1.08578	1515	4637
34	44	1.07632	3795	4638
21	19	1.07453	2269	4643
4	5	1.06865	4360	4645
9	12	1.07875	2692	4647
15	20	1.08595	3976	4655
14	7	1.07382	4506	4656
44	35	1.07266	1463	4679
33	36	1.07875	2610	4692
38	34	1.08403	1620	4698
18	19	1.06865	3278	4699
7	12	1.08595	1212	4700
4	6	1.07313	4371	4710
26	35	1.0716	1304	4731
15	19	1.09205	3987	4750
23	36	1.09205	1442	4751
45	34	1.0806	100	4752
16	20	1.08578	2109	4754
8	12	1.08578	3947	4756
6	13	1.07647	1115	4757
34	15	1.13416	3802	4758
49	35	1.08572	836	4783
26	34	1.06974	1387	4804
5	12	1.07647	4384	4807
37	36	1.07086	3050	4807
21	20	1.07086	2272	4809
50	18	1.08578	4690	4811
15	21	1.08081	3994	4811
31	35	1.09205	42	4820
9	11	1.07313	2727	4821
13	16	1.09929	4722	4823
34	50	1.07321	3841	4829
18	12	1.0791	3638	4861
39	36	1.07888	1570	4862
50	33	1.07764	4745	4869
22	20	1.07453	88	4872
32	35	1.07875	3635	4872
15	21	1.08081	4020	4882
19	27	1.06974	4819	4884
7	11	1.09205	1261	4887
13	4	1.07266	4779	4888
34	50	1.07321	3916	4895
1	12	1.08223	4796	4905
17	19	1.07313	1837	4914
8	11	1.07875	3993	4920
37	43	1.08081	3784	4920
43	35	1.06865	2803	4922
50	33	1.07764	4840	4931
5	10	1.08595	4389	4953
34	8	1.08961	4058	4963
21	11	1.07629	2473	4970
15	19	1.09205	4053	4975
43	36	1.07382	2820	4976
18	12	1.0791	4496	4978
27	35	1.06974	2841	4980
9	10	1.06865	2985	5009
23	34	1.10788	1554	5030
15	20	1.08595	4215	5036
33	35	1.07313	2626	5036
16	11	1.08572	2129	5042
9	32	1.08595	3489	5073
8	4	1.09403	4050	5074
6	10	1.09205	1157	5075
27	34	1.07647	2862	5091
38	35	1.07888	2471	5091
21	19	1.07453	2714	5093
15	11	1.08403	4270	5099
17	20	1.07875	2813	5105
2	18	1.07321	5055	5135
42	35	1.07382	836	5138
32	34	1.07313	3756	5139
9	8	1.07086	3513	5142
21	37	1.07321	2898	5151
5	11	1.08081	4391	5153
22	19	1.07888	1052	5155
37	28	1.07266	3789	5155
11	2	1.07266	5114	5163
16	21	1.09462	2868	5176
2	26	1.07732	5084	5185
25	35	1.07632	156	5190
41	36	1.08572	308	5193
33	34	1.06865	2700	5195
15	19	1.09205	5047	5203
21	22	1.06865	2918	5212
7	4	1.07888	1265	5213
4	7	1.07875	5172	5224
39	35	1.08403	1590	5231
17	20	1.07875	3642	5237
13	12	1.07086	5207	5250
26	36	1.07632	1486	5250
24	34	1.07632	218	5253
9	19	1.07632	3518	5259
12	11	1.07086	5202	5263
21	45	1.07732	2956	5265
2	5	1.07875	5084	5280
37	52	1.08081	3816	5281
44	35	1.07266	1467	5287
26	10	1.07313	2560	5294
32	36	1.08578	3826	5301
5	12	1.07647	4518	5304
15	20	1.08595	5051	5308
16	19	1.07875	3618	5311
4	11	1.07647	5197	5314
9	34	1.07912	3528	5322
20	44	1.07732	5248	5344
37	53	1.07321	3854	5344
1	3	1.07313	5278	5346
38	36	1.07453	2562	5346
10	12	1.07313	5247	5347
28	35	1.07647	1243	5351
18	24	1.08081	5289	5356
26	8	1.0822	2565	5360
13	10	1.07888	5215	5363
9	17	1.06974	3566	5370
17	21	1.08578	3672	5376
6	12	1.08081	1157	5399
42	36	1.0791	842	5401
37	28	1.07266	3876	5411
10	11	1.06865	5250	5414
33	35	1.07313	2704	5417
18	42	1.07732	5324	5420
1	17	1.07321	5292	5426
26	18	1.06865	2710	5426
14	19	1.08595	5278	5427
4	21	1.07504	5231	5432
9	8	1.07086	3604	5436
11	3	1.06865	5384	5440
16	20	1.08578	3656	5446
28	36	1.06974	1799	5446
42	34	1.06865	852	5461
5	11	1.08081	4592	5465
48	35	1.09403	933	5473
1	10	1.0716	5295	5486
4	13	1.0716	5270	5490
26	18	1.06865	2831	5490
32	36	1.08578	4670	5497
18	12	1.0791	5361	5504
